"","primary_drug_concept_id_list","secondary_drug_concept_id_list","excluding_drug_concept_id_list","regimen_concept_id","regimen_name"
"756","1397599","19008264","1305058;1309770;1310317;1311409;1329241;1338512;1350504;1380068;1389036;19078187",35806399,"Cisplatin, Vinblastine, RT"
"757","1318011","1551099","",35806105,"Ox-P"
"758","40224095","","",35806861,"Sipuleucel-T monotherapy"
"759","1310317","1350504;19054821","",35804061,"CCE"
"760","1390051","1314273","1308290;1309188;1336825;1338512;1518254;1550557",35804574,"Chlorambucil and Rituximab"
"761","1349025","1315942","",35806857,"Docetaxel and Estramustine"
"762","19078187","1344354;19008336","",35806959,"EVI"
"763","1338512","1305058;1391846;1310317","",35806437,"MACC"
"764","1338512","1344905;35197850;19008336;1551099;1310317;1350504;1308290","",35803594,"mLSG15"
"765","1337620","1363387","",35806892,"Capecitabine, Sorafenib, RT"
"766","1311078","1309188","903643;1304107;1304850;1350504;1437379;19054825;19078097",35803441,"HAM"
"767","1378382","1387104","1344905;1359548;42801287",35804201,"TH (Taxol)"
"768","1315942","1366689","",35805681,"Docetaxel and S-1"
"769","1301267","1333357;1395557","",35806350,"Melphalan, then auto HSCT, then RIC allo HSCT"
"770","1338512","1314273;1310317;1308290;1550557","1305058",35102014,"R-CHOP (Prednisolone)"
"771","1338512","1329241;19008264;1311409","1308290;1310317;1314273;1351779;1394337;1506270;1551099",35805802,"ABVD"
"772","1551099","1310317;1308290","955632;1301267;1305058;1309188;1311078;1311409;1311799;1312706;1314273;1329241;1336825;1338512;1344354;1344905;1350066;1350504;1351779;1394337;1397599;1437379;1518254;1593155;19008264;19008336;19011440;19012585;19026972;19051642;19051649;19054997;19078097;19078187;19086176;19136750;35197850;40167582;44507676",35804599,"CVP"
"773","1344905","19078187;1354698;1314273;1350504","19026972",35805063,"R-ICE"
"774","1333357","1310317","1395557;19137385",35803505,"BuCy, then allo HSCT"
"775","1305058","1436650;19008264;1550557","",35805985,"Mercaptopurine, Methotrexate, Vinblastine, Prednisolone"
"776","1338512","1310317;1308290;1550557","1305058;1314273;1329241;1336825;1350504;1351779;19012585",35805114,"VEPA"
"777","19051649","1314924","1343346",35806486,"Doxorubicin pegylated liposomal and Gemcitabine"
"778","1338558","","",35806863,"Samarium-153 monotherapy"
"779","1551099","1358436;1308290","",35804081,"Dasatinib, Vincristine, Prednisone"
"780","1397599","1389036;19008336","",35806439,"MVP (Vindesine)"
"781","1551099","1380068","1310317;1338512;19136750",35806352,"Interferon alfa and Prednisone"
"782","1338512","1551099;1518254;1308290","1301267;1305058;1310317;1311078;1314273;1350066;1350504;1397599;1760616;19008336;19078187;19136750",35806297,"VAD-P"
"783","45776670","","",35804811,"Belinostat monotherapy"
"784","1506270","1312706","",35804584,"Alemtuzumab and Methylprednisolone"
"785","1366310","","1344381;1348265;1356461;1436678",35804276,"Goserelin monotherapy"
"786","44507848","","1314273;19015523;35604205;40167582;44507676",35804581,"Ibrutinib monotherapy"
"787","1338512","19078187;1310317;1350504;1308290","1305058;1311078;1311443;1314273;1367268;1378509;1518254;1551099;19008336;19136750",35805450,"VDC/IE"
"788","19051649","1551099;1310317;1308290","1314273",35805089,"CCOP"
"789","1311078","1309188","903643;1304107;1304850;1350504;1437379;19054825;19078097",35803452,"7 plus 3m"
"790","1305058","1551099;19008264","1338512",35805983,"Methotrexate, Vinblastine, Prednisone"
"791","1338512","1397599;1551099;1310317","1308290;1311078;1314273;1518254",35807044,"PAC"
"792","1325363","","1314924;1337620;1344905;1397141;1397599;43012292",35805229,"Erlotinib monotherapy"
"793","1397599","1344354;1391846;1310317;1350504","",35805860,"CEP"
"794","46221435","1336825;1518254","19137042",35806306,"Bortezomib, Dexamethasone, Panobinostat"
"795","955632","","1301267;1305058;1308290;1309188;1310317;1311078;1314924;1315411;1315942;1318011;1337620;1338512;1344354;1344905;1350504;1367268;1368823;1377141;1378382;1387104;1388796;1389036;1389464;1397141;1397599;1436678;1500211;1551099;19051649;19086176;19100985;19136210;19137385;35603068;40168303;40244266;44818489",35804807,"Fluorouracil and Semustine"
"796","1301267","1395557","1312706;1333357",35805841,"Flu-Mel, then allo HSCT"
"797","1338512","1311443;19078187;1367268;1310317;1350504;1308290","",35806911,"VI, then VDC/IE, then VAC, then VI"
"798","19006880","","",35804625,"Uracil mustard monotherapy"
"799","1305058","1311078;1394023;1311799;1350504;1308290;1550557","",35804071,"Nilotinib-based consolidation"
"800","1314865","1337651","42799711",35804644,"Azacitidine and Vorinostat"
"801","1367268","1366689","1397141",35101933,"Irinotecan and S-1"
"802","1391846","","1305058;1308290;1310317;1311078;1311409;1314273;1329241;1338512;1341149;1344354;1350504;1351779;1397599;1506270;1551099;19008264;19078097;19136210",35805719,"Lomustine monotherapy"
"803","19026972","1336825;1310317;1518254","",35806261,"RVDC"
"804","19026972","40167582","",35804614,"Lenalidomide and Ofatumumab"
"805","1397141","1367268;40168303;955632","1318011",35102007,"FOLFIRI and Bevacizumab (L-Leucovorin)"
"806","42801287","1387104;1315942","1344905",35804217,"THP (Taxotere)"
"807","19009165","","",35807030,"Plicamycin monotherapy"
"808","1397599","1344354;955632","1314924",35804562,"ECF"
"809","1338512","40167582;1551099;1310317;1308290","",35805640,"O-CHOP"
"810","1379969","","984232;1304107;1309770;1380068;1397141;1397599;1518254;1714165;19137042",35805637,"Interferon alfa-2a monotherapy"
"811","1318011","1388796;1315411;955632","",35804790,"mFOLFOX6 and Cetuximab"
"812","1309770","1379969","",35806905,"Interferon alfa-2a and Interleukin-2"
"813","1336825","1337651","",35806308,"Bortezomib and Vorinostat"
"814","1397599","19137042;1551099;1314924","",35806636,"GDPT"
"815","1318011","1367268;1315411;40168303;955632","",35804796,"mFOLFOXIRI and Cetuximab (L-Leucovorin)"
"816","1310317","1350504","1301267;1305058;1308290;1309188;1311078;1311443;1311799;1314273;1329241;1336825;1337651;1338512;1344354;1344905;1350066;1351779;1367268;1378509;1391846;1394337;1397599;1436650;1437379;1518254;1550557;1551099;19008264;19008336;19012585;19051649;19054821;19078187;19136750;19137042;35197850",35806476,"Cyclophosphamide and Etoposide"
"817","1378382","44818489","",35805371,"Paclitaxel and Ramucirumab"
"818","1351779","","1305058;1308290;1309188;1310317;1311409;1314273;1329241;1338512;1350066;1350504;1390051;1391846;1394337;1506270;1550557;1551099;19008264;19137042",35804428,"Procarbazine monotherapy"
"819","1301267","1333357","1395557",35803569,"Busulfan and Melphalan, then auto HSCT"
"820","1311078","1311799","903643;1305058;1308290;1310317;1314865;1350504;1355795;1363387;1394023;1436650;1437379;1518254;1550557;1551099;1594003;19012585;19054825;19136750;42799711;45775576",35803434,"7 plus 3d (standard-dose)"
"821","1338512","1329241;1551099;1310317;1350504;1308290","1305058;1311078;1351779",35805817,"ABVE-PC"
"822","1388796","1367268;955632;44818489","",35804786,"FOLFIRI and Ramucirumab"
"823","1344905","1378382;1350504","",35806961,"TEC"
"824","40167582","","1308290;1310317;1311078;1338512;1344905;1350504;1354698;1390051;1395557;1397599;1506270;1518254;1551099;19015523;19026972;19031224;19078187;44507848;45776944",35804594,"Ofatumumab monotherapy"
"825","1551099","1310317;1309188;1308290","1329241;1350504",35805096,"CNOP"
"826","21017157","","1310317;1397141",35804262,"Doxorubicin non-pegylated liposomal monotherapy"
"827","1305058","1314273;1311078;19137385","",35804413,"MATRix"
"828","19054997","","1308290;1310317;1338512;1395557;1551099",35805660,"131Iodine-Tositumomab monotherapy"
"829","19051649","1343346;1314924","",35805077,"GVD"
"830","1311078","1309188;1350504","903643;1437379;19078097",35803463,"MEC"
"831","1338512","1314273;1551099;1310317;1593155;1308290","",35102013,"R-CHOP (Rituximab Hycela)"
"832","1338512","1314273;1336825;1551099;1310317","1308290",35806082,"VR-CAP"
"833","1378382","1343346","",35101452,"Paclitaxel and Vinorelbine"
"834","19136750","","1305058;1308290;1310317;1311078;1311799;1314273;1329241;1338512;1344905;1350066;1350504;1380068;1518254;1551099;19008336;19012585;19078187",35806946,"Teniposide monotherapy"
"835","1344905","1397599","1308290;1329241",35102030,"Carboplatin and Cisplatin"
"836","1338512","1314273;1551099;1310317;1308290","1305058;1311078;1336825;1350504;1397599;1518254;1593155;19008336;19026972;19078187;19136750",35805028,"R-CHOP"
"837","19015523","1301267;1311078;1350504","",35805068,"BeEAM, then auto HSCT"
"838","1329241","1310317;1309188;1350504;1308290;1550557","",35805108,"PMitCEBO"
"839","1356461","1344381","",35806821,"ADT"
"840","19078097","1333379;903643","",35803551,"Arsenic trioxide, ATRA, Idarubicin"
"841","44818466","","",35804391,"Ceritinib monotherapy"
"842","1344905","19078187;40167582;1354698;1350504","",35805053,"O-ICE"
"843","1338512","19078187;1311409","",35806968,"MAID"
"844","1397141","1314924","1318011;1344905;1397599",35804266,"Gemcitabine and Bevacizumab"
"845","1377141","","955632;1304107;1311409;1315942;1350066;1397599",35805375,"Aspirin and Hydroxyurea"
"846","19068830","1333357;1314273;1395557","",35805071,"Fludarabine, Busulfan, ATG, Ibritumomab tiuxetan, then allo HSCT"
"847","1397599","1314924","955632;1314273;1325363;1326481;1344354;1366689;1378382;1397141;1518254;1551099;19078187;19137042;35606215",35803575,"Cisplatin and Gemcitabine"
"848","1338512","1387104;1310317","",35804309,"ACH"
"849","1338512","1305058;1551099;1308290","955632;1310317;1311078;1314273;1329241;1350504;1351779;1394337;1436650;1518254;19008336;19012585;19078187;19136750",35804090,"Doxorubicin, Methotrexate, Vincristine, Prednisone"
"850","19078097","1311078;1391846","",35803461,"ICL"
"851","1314273","1518254;1309188;19054825","",35805641,"R-CMD"
"852","792993","","",35101653,"Benralizumab monotherapy"
"853","1506270","","1301267;1305058;1308290;1310317;1311078;1311409;1312706;1314273;1329241;1338512;1350066;1350504;1351779;1391846;1397599;1518254;1551099;19008264;19011440;19051649;40167582",35804626,"HDMP"
"854","19078187","1311078","1305058;1308290;1310317;1314273;1329241;1338512;1350504;1397599;1518254;1551099;19008336;19051649;19136750;40175460",35806972,"Cytarabine, Ifosfamide, G-CSF"
"855","1314273","","794068;1301267;1305058;1308290;1309188;1310317;1311078;1311409;1311799;1312706;1314924;1318011;1329241;1333357;1336825;1337651;1338512;1341149;1343346;1344354;1344905;1350066;1350504;1351779;1354698;1378382;1378509;1390051;1391846;1395557;1396729;1397141;1397599;1506270;1518254;1550557;1551099;1593155;19008264;19008336;19011440;19012585;19015523;19026972;19031224;19051649;19054825;19068830;19078097;19078187;19092845;19136750;19137042;19137385;35604205;40175460;42873638;42874135;44507848;45776944;46221435",35805635,"Rituximab monotherapy, abbreviated course"
"856","1314273","","794068;1301267;1305058;1308290;1309188;1310317;1311078;1311409;1311799;1312706;1314924;1318011;1329241;1333357;1336825;1337651;1338512;1341149;1343346;1344354;1344905;1350066;1350504;1351779;1354698;1378382;1378509;1390051;1391846;1395557;1396729;1397141;1397599;1506270;1518254;1550557;1551099;1593155;19008264;19008336;19011440;19012585;19015523;19026972;19031224;19051649;19054825;19068830;19078097;19078187;19092845;19136750;19137042;19137385;35604205;40175460;42873638;42874135;44507848;45776944;46221435",35805632,"Rituximab monotherapy, very extended course"
"857","1318011","","955632;1311078;1314273;1314924;1315411;1315942;1337620;1344354;1366689;1367268;1378382;1388796;1395557;1397141;1518254;1551099;19012585;19100985;40168303",35806368,"Oxaliplatin and RT"
"858","1397599","1304919;45775965","",35806412,"Cisplatin, Pemetrexed, Pembrolizumab"
"859","1344905","19136750","",35806074,"Carboplatin and Teniposide"
"860","1305058","19137385;955632","",35804349,"TMF"
"861","19026972","1551099","1301267;1308290;1310317;1314273;1336825;1338512;1518254",35806274,"RP"
"862","1301267","","955632;1308290;1310317;1311078;1312706;1314273;1333357;1336825;1338512;1350066;1350504;1395557;1397599;1436678;1506270;1518254;1550557;1551099;19015523;19026972;19054821;19068830;19137042;35605744;36879099;42873638",35806349,"Melphalan, then auto HSCT, then Melphalan and TBI, then auto HSCT"
"863","1338512","1311443;1310317;1308290","1350504;1367268;19078187",35805447,"VACA"
"864","1305058","19012585;19078187;1354698;1518254;1350504","",35805468,"SMILE"
"865","1350066","1301267;1314273;1311078;1350504","1518254;19068830",35805055,"R-BEAM, then auto HSCT"
"866","1338512","1551099;1310317;1350504;1308290","1305058;1311078;1314273;1329241;1344905;1351779;1394337;1518254;19008336;19078187;19136750;35197850",35805753,"EPOCH, dose-escalated"
"867","1344905","1343346","",35806398,"Carboplatin, Vinorelbine, RT"
"868","1350066","","1301267;1305058;1308290;1309188;1309770;1310317;1311078;1311409;1314273;1338512;1350504;1351779;1377141;1380068;1397599;1506270;1518254;1551099;19008264;19068830;19136750;19137385",35803683,"RT, then Carmustine"
"869","1351541","","1344381;1356461",35804277,"Leuprolide monotherapy"
"870","1350504","","903643;955632;1301267;1305058;1308290;1309161;1309188;1310317;1311078;1311443;1311799;1314273;1326481;1329241;1336825;1337651;1338512;1344354;1344905;1350066;1351779;1354698;1367268;1378382;1378509;1388796;1390051;1391846;1394023;1394337;1397141;1397599;1436650;1437379;1506270;1518254;1550557;1551099;19008264;19008336;19012585;19015523;19026972;19051649;19054821;19068830;19078097;19078187;19136750;19137042;35197850;36879099;40167582;42629079",35804057,"Etoposide and TBI, then allo HSCT"
"871","19011440","1398399","",35804295,"Everolimus and Exemestane"
"872","1551099","1311409;1310317;1308290","1329241;1338512;1351779;19008264",35805819,"COPDAC"
"873","1397599","1506270;1314273;1311078;1350504","",35805061,"R-ESHAP"
"874","1311078","","794068;903643;955632;1301267;1304107;1304850;1305058;1308290;1309188;1310317;1311799;1314273;1314865;1318011;1326481;1329241;1337651;1338512;1344905;1350066;1350504;1355795;1358436;1363387;1380068;1391846;1394023;1395557;1397599;1436650;1437379;1506270;1518254;1550557;1551099;1551860;1594003;19002912;19008336;19009705;19011440;19012585;19015523;19017810;19024728;19051599;19051649;19054821;19054825;19057483;19068830;19078097;19078187;19128219;19136750;19137385;35604205;36879099;40167582;40175460;42799711;43013182;45775576;46221435",35803568,"Cytarabine and G-CSF"
"875","1551099","1310317;1351779;1350504","1305058;1308290;1309188;1314273;1329241;1338512;1394337;19008264;19137042",35805649,"PEP-C"
"876","1310317","1308290;1550557","1301267;1305058;1309188;1311799;1314273;1314924;1329241;1336825;1338512;1344354;1350504;1351779;19012585",35102025,"CVP (Prednisolone)"
"877","1338512","1311409","1308290;1310317;1314273;1329241;1351779;1391846;1394337;1506270;1551099;19008264;19078187;40241969",35806964,"Dacarbazine and Doxorubicin"
"878","1305058","1436678;1551099;1310317;955632","",35804334,"CMFPT"
"879","1344905","1378382;1314924","",35803580,"GCP"
"880","1305058","19078187;1314273;1311078;19008336;1310317;1518254;1308290;40175460","",35804425,"Nordic Regimen, younger patients"
"881","1551099","1310317","955632;1301267;1305058;1308290;1309188;1311078;1311409;1311799;1312706;1314273;1329241;1336825;1337651;1338512;1344354;1344905;1350066;1350504;1351779;1380068;1394337;1397599;1436678;1437379;1506270;1518254;1525866;1593155;19008264;19008336;19011440;19012585;19026972;19051642;19051649;19054997;19078097;19078187;19086176;19136750;19137042;35197850;40167582;40241969;42874135;43014237;44507676",35803429,"Cyclophosphamide and Prednisone"
"882","1310317","1518254","794068;1301267;1304107;1305058;1308290;1309188;1311078;1311799;1314273;1326481;1329241;1336825;1338512;1350066;1350504;1358436;1397599;1436650;1437379;1506270;1551099;19008336;19011440;19012585;19026972;19051649;19078187;19136750;19137042;40175460;42873638;43013182;43014237",35806310,"Cyclophosphamide and Dexamethasone"
"883","1318011","1344354;1337620","",35805339,"EOX"
"884","1309161","","1338512;1350504;1397599;19136210",35803585,"Mitotane monotherapy"
"885","1397599","1380191;1310317","",35806495,"Cisplatin, Cyclophosphamide, Interferon gamma-1b"
"886","1311078","1350504","903643;1301267;1305058;1308290;1309188;1310317;1311799;1314273;1329241;1338512;1350066;1394023;1397599;1436650;1437379;1506270;1518254;1550557;1551099;19008336;19012585;19015523;19051649;19068830;19078097;19078187;19136750;36879099;40167582",35803448,"CYVE"
"887","19051642","","1308290;1310317;1338512;1551099",35804814,"Denileukin diftitox monotherapy"
"888","19011440","","1305058;1308290;1310317;1311078;1314273;1336825;1338512;1398399;1436678;1506270;1518254;1522957;1551099;46221433",35805075,"Everolimus monotherapy"
"889","35198219","","",35803567,"Tamibarotene monotherapy"
"890","1309188","","903643;955632;1304107;1304850;1305058;1308290;1310317;1311078;1314273;1326481;1329241;1343346;1350066;1350504;1351779;1354698;1390051;1395557;1437379;1518254;1550557;1551099;19008264;19054825;19078097;19078187;43533115",35804363,"Mitoxantrone monotherapy"
"891","1338512","1305058;1314273;1311078;1310317;1518254;1308290","1350504;1551099;19008336;19078187;19136750",35804051,"R-Hyper-CVAD/R-MA"
"892","1344905","19051649","",35805245,"Carboplatin and Doxorubicin liposomal"
"893","1338512","1329241;19008336;1551099;1310317","1305058;1311078;1314273;1350504;19078187",35806663,"ACVBP, dose-adjusted"
"894","1341149","","1305058;1314273;1337620;1367268;1391846;1397141;19137042;46221699",35805715,"Temozolomide and NovoTTF-100A"
"895","1338512","","955632;1301267;1304107;1305058;1308290;1309161;1310317;1311078;1311409;1311443;1312706;1314273;1314924;1315942;1326481;1329241;1336825;1344354;1344905;1350066;1350504;1351779;1354698;1358436;1367268;1368823;1378382;1378509;1380068;1387104;1389036;1390051;1391846;1394337;1397141;1397599;1436650;1436678;1437379;1500211;1506270;1518254;1550557;1551099;1593155;1718346;1760616;19008264;19008336;19011440;19012585;19026972;19051642;19054997;19078187;19086176;19132890;19136210;19136750;19137042;35197850;40167582;40241969;43013182;44507676",35804233,"ddA"
"896","1378382","1387104","1344905;1359548;42801287",35804234,"ddTH (Taxol)"
"897","1333357","19137385;1310317","",35804002,"Bu/TT/Cy"
"898","1318011","1388796;955632","1314924;1315411;1315942;1367268;1397141;19100985",35805683,"OLF"
"899","1310317","1309188;19054825","",35804575,"CMC"
"900","1301267","1551099","1308290;1310317;1336825;1338512;1350066;1518254;19026972;19137042;35605744;42873638",35806056,"MP"
"901","1387104","1397599;955632","",35805360,"CF and Trastuzumab"
"902","1314273","19054825","1309188;1310317;1518254",35805757,"Cladribine and Rituximab"
"903","1342346","","",35804279,"Toremifene monotherapy"
"904","1338512","19078187;1350504;1308290","1305058;1310317;1311078;1311443;1314273;1367268;1378509;1518254;1551099;19008336;19136750",35805451,"VIDE"
"905","1437379","1311078","903643;1305058;1308290;1309188;1310317;1311799;1326481;1338512;1350504;1436650;1518254;1551099;19012585;19078097",35803502,"Cytarabine and Thioguanine"
"906","1344354","19137385;1310317","",35804338,"ECT, then auto HSCT"
"907","1315946","1592911","",35804288,"Letrozole and Ribociclib"
"908","1397599","955632;1377141","",35804532,"Cisplatin, Fluorouracil, Hydroxyurea, RT"
"909","1315942","955632;1377141","",35805768,"Docetaxel, Fluorouracil, Hydroxyurea, RT"
"910","1389036","1337620","",35804560,"Capecitabine and Mitomycin"
"911","1397599","35606215;1314924","",35806416,"Cisplatin, Gemcitabine, Necitumumab"
"912","1348265","","792649;1304044;1366310;1387104;1592911;45892075",35804271,"Anastrozole monotherapy"
"913","45776944","","1314273;19015523;40167582",35804613,"Idelalisib monotherapy"
"914","1301267","1336825;1551099","1518254;19026972;19137042;35605744",35806258,"VMP"
"915","19078187","1309188;1350504","1354698",35805120,"VIM"
"916","1318011","1397141;1388796;955632","",35804776,"FOLFOX4 and Bevacizumab"
"917","1388796","1314924;955632","1318011;1367268",35804564,"Fluorouracil, Folinic acid, Gemcitabine"
"918","1310317","42873638;1518254","19137042",35806281,"KCd"
"919","1338512","1305058;19078187;1311078;1310317;1350504;1308290","1314273;1518254;1551099;19008336;19136750",35804375,"CODOX-M/IVAC"
"920","1329241","1344354;1310317;1350504;1550557","",35805816,"VEBEP"
"921","35200202","","",35804815,"Mogamulizumab monotherapy"
"922","35604205","19024728","",35803474,"Decitabine and Venetoclax"
"923","19010792","","",35806867,"Cyproterone acetate monotherapy"
"924","1338512","1391846","1305058;1310317;1311409;1329241;1551099;19008264;19136210",35805862,"Doxorubicin and Lomustine"
"925","1344905","1314273;1314924;1518254","",35805833,"GCD-R"
"926","1355795","1311078;1311799","",35803451,"7 plus 3d and Glasdegib"
"927","1336825","","1301267;1308290;1310317;1314273;1337651;1338512;1350504;1390051;1397599;1518254;1550557;1551099;19011440;19015523;19026972;19051649;19137042;35604032;35605744;43014237;46221435",35804520,"Bortezomib monotherapy"
"928","1329241","1397599;1350504","19008264",35803570,"BEP"
"929","1338512","1390051;19008264;1351779;1350504;1308290;1550557","1329241",35805823,"ChlVPP/EVA"
"930","1378382","1359548","1387104",35804204,"TL (Taxol)"
"931","1338512","1310317;1518254","1301267;1304107;1305058;1308290;1311078;1314273;1326481;1329241;1336825;1350066;1350504;1358436;1397599;1436650;1437379;1506270;1551099;19008336;19011440;19012585;19078187;19136750;19137042;43013182",35806294,"CAD and G-CSF"
"932","1503501","1380068","",35806381,"Lanreotide and Interferon alfa-2b"
"933","1551099","1310317;43014237","",35806330,"PCP"
"934","1326481","1551099;1311799;1308290","",35804048,"Daunorubicin, Pegaspargase, Vincristine, Prednisone"
"935","1305058","19012585","1308290;1310317;1311078;1311799;1338512;1350504;1354698;1436650;1437379;1518254;1551099;19078187;19136750",35804038,"L-Asparaginase and Methotrexate"
"936","35606214","","1518254;19026972",35806064,"Ixazomib monotherapy"
"937","1329241","1308290","1305058;1309188;1310317;1311078;1311409;1338512;1344905;1350504;1351779;1390051;1394337;1397599;1518254;1550557;1551099;19008264;19136750",35807018,"BO"
"938","1506270","1301267","",35806351,"Melphalan and Methylprednisolone, then auto HSCT"
"939","1437379","1326481;1311078;1310317;1518254;1308290","",35101984,"Cyclophosphamide, Cytarabine, Pegaspargase, Thioguanine, Vincristine, Dexamethasone"
"940","1305058","1310317","794068;955632;1304107;1308290;1309188;1311078;1311443;1314273;1329241;1338512;1344354;1344905;1350504;1351779;1358436;1368823;1388796;1391846;1394337;1397599;1436650;1436678;1437379;1506270;1518254;1550557;1551099;19008336;19011440;19012585;19051649;19078187;19136750;40175460;43013182",35101986,"CM"
"941","1344354","1314273;1551099;19008264;1310317","",35805034,"R-miniCEOP"
"942","1551099","1304107","1308290;1311799;19012585",35804034,"Imatinib and Prednisone"
"943","1301267","1336825","1310317;1338512;1350504;1397599;1518254;1551099;19026972;19137042;35605744",35806060,"Bortezomib and Melphalan, then auto HSCT"
"944","1338512","1397141","955632;1310317",35804261,"Doxorubicin and Bevacizumab"
"945","1436678","1592911","",35804289,"Ribociclib and Tamoxifen"
"946","1551099","1395557;1309188","",35805662,"FMP"
"947","45892579","","1344905;1378382",35804269,"Olaparib monotherapy"
"948","1551099","1310317;1308290","955632;1301267;1305058;1309188;1311078;1311409;1311799;1312706;1314273;1329241;1336825;1338512;1344354;1344905;1350066;1350504;1351779;1394337;1397599;1437379;1518254;1593155;19008264;19008336;19011440;19012585;19026972;19051642;19051649;19054997;19078097;19078187;19086176;19136750;35197850;40167582;44507676",35804369,"COP"
"949","1304044","1396423","",35101866,"Alpelisib and Fulvestrant"
"950","42903942","","",35806121,"Talimogene laherparepvec monotherapy"
"951","43532497","","43532299",35806139,"Trametinib monotherapy"
"952","1305058","1314273;1391846;1351779","",35102011,"R-MCP (CCNU)"
"953","43525787","","1378382;1436678;42801287",35805230,"Ado-trastuzumab emtansine monotherapy"
"954","792737","","",35804066,"Tisagenlecleucel monotherapy"
"955","1378382","","793846;955632;1305058;1310317;1311409;1314273;1314924;1318011;1337620;1338512;1343346;1344354;1344905;1350504;1359548;1366689;1378509;1387104;1397141;1397599;19078187;40167554;40238188;42629079;42801287;43525787;43533090;44818489;45775965;45892579",35804166,"Paclitaxel monotherapy"
"956","1551099","19008264;1351779;1394337","1308290;1311409;1329241;1338512",35805853,"MVPP"
"957","1310317","1395557","1309188;1312706;1314273;1333357;19068830;19137385;40167582;44507676",35803626,"Fludarabine, Cyclophosphamide, ATG"
"958","1551099","1311799","1304107;1305058;1308290;1310317;1311078;1314273;1314865;1326481;19012585;19136750",35804097,"Daunorubicin and Prednisone"
"959","1397599","1389036;955632","",35805370,"MCF"
"960","1378382","42801287;1387104","",35804225,"THP (Taxol)"
"961","19078097","1311078;19054821","",35803455,"CIA"
"962","1344905","","955632;1304919;1305058;1308290;1310317;1311078;1314273;1314924;1315411;1315942;1325363;1329241;1337620;1338512;1343346;1344354;1350504;1354698;1367268;1378382;1387104;1389036;1397141;1397599;1518254;1550557;1551099;19008336;19026972;19051649;19078187;19136750;19137385;35197850;40167582;40238188;42629079;42801287;45775965;45892579",35804537,"Carboplatin monotherapy"
"963","1314924","1311409","",35806969,"Dacarbazine and Gemcitabine"
"964","1325363","43012292","",35806421,"Cabozantinib and Erlotinib"
"965","1397599","1325363;1314924","",35806427,"Cisplatin and Gemcitabine/Erlotinib"
"966","1338512","1329241;1391846;19136210","",35805855,"SCAB"
"967","1301267","","955632;1308290;1310317;1311078;1312706;1314273;1333357;1336825;1338512;1350066;1350504;1395557;1397599;1436678;1506270;1518254;1550557;1551099;19015523;19026972;19054821;19068830;19137042;35605744;36879099;42873638",35806275,"Tandem melphalan, then auto HSCT"
"968","1314273","1395557;1309188","1310317;1518254",35805638,"R-FM"
"969","1397141","1304919","1344905;1397599",35806410,"Pemetrexed and Bevacizumab"
"970","1510328","","",35805920,"Fostamatinib monotherapy"
"971","1395557","","1301267;1304850;1309188;1310317;1311078;1312706;1314273;1318011;1333357;1518254;1551099;19009705;19015523;19051599;19054997;19068830;19078097;19137385;40167582;44507676",35803622,"Fludarabine and TBI"
"972","1338512","1436678;1310317","",35804324,"ACT"
"973","792499","","",35805647,"Copanlisib monotherapy"
"974","1309770","","984232;1308432;1311409;1350066;1379969;1380068;1397599;19008264;46221699",35806132,"Low-dose Interleukin-2"
"975","40167582","1310317;1395557","",35804592,"O-FC"
"976","19137042","1336825;1518254","1301267;1310317;1338512;1350504;1397599;35605744;46221435",35806259,"VTD"
"977","44507676","1551099;1310317;1308290","1338512",35805633,"G-CVP"
"978","19026972","1314273;1518254","",35805648,"Lenalidomide, Dexamethasone, Rituximab"
"979","1338512","1305058;1314273;1310317;1308290;1550557","",35804371,"R-COPADM"
"980","1437379","1311078;1311799","1308290;1310317;1350504;1518254",35803531,"DAT"
"981","1397141","","955632;1304919;1310317;1314273;1314924;1315942;1315946;1318011;1325363;1337620;1338512;1341149;1343346;1344354;1344905;1350504;1366689;1367268;1378382;1378509;1379969;1387104;1388796;1397599;19051649;21017157;40168303;42629079",35805711,"Bevacizumab and RT"
"982","1338512","1314273;1310317;1308290;1550557","1305058",35102012,"R-CHOP-14 (Prednisolone)"
"983","43525787","","1378382;1436678;42801287",35804301,"T-DM1 monotherapy"
"984","1355795","1311078","1311799",35803476,"Glasdegib and LoDAC"
"985","1305058","1436650;903643","",35803564,"ATRA, Mercaptopurine, Methotrexate"
"986","1387104","1359548","1315946;1378382",35804243,"Lapatinib and Trastuzumab"
"987","955632","","1301267;1305058;1308290;1309188;1310317;1311078;1314924;1315411;1315942;1318011;1337620;1338512;1344354;1344905;1350504;1367268;1368823;1377141;1378382;1387104;1388796;1389036;1389464;1397141;1397599;1436678;1500211;1551099;19051649;19086176;19100985;19136210;19137385;35603068;40168303;40244266;44818489",35806898,"Fluorouracil, then Fluorouracil and RT, then Fluorouracil"
"988","1389036","1397599","955632;19008264;19008336;19078187",35804539,"Cisplatin and Mitomycin"
"989","1338512","1437379;1305058;19012585;1311078;1436650;1310317;1518254;1308290","",35804052,"CALGB 8811 regimen"
"990","19026972","1750500;1518254","",35806302,"BiRD"
"991","1315942","1314924","1337620",35806586,"Docetaxel, Gemcitabine, RT"
"992","1397599","19100985;955632","",35805776,"Cisplatin, Fluorouracil, Panitumumab"
"993","1397599","1311078;1518254","1305058;1308290;1310317;1314273;1338512;1350504;1551099;19078187;40167582",35803703,"DHAP"
